اطلاعات ورود به سیستم,,,,عملیات,,,سند,,,,
شناسه,شعبه,سال مالی,کاربر,تاریخ,زمان,نوع,سیستم,نوع,شماره,تاریخ,توضیحات
,شركت كيهان راه شرق (سهامي خاص),1405,محمدمختاري,1405/04/09,13:57:07, ويرايش موجوديت,انبار,سند انبار,6284,1405/04/09,سند درخواست كالا از انبار با شماره 6284 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,ظريفي,1405/04/09,13:57:04, ويرايش موجوديت,انبار,سند انبار,6241,1405/04/08,سند درخواست كالا از انبار با شماره 6241 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,13:57:02,موجوديت جديد,خزانه داري,سند خزانه داري,2851,1404/07/06,سند صورت هزينه تنخواه با شماره 2851 ذخيره شد
,احداث راه پاسارگاد,1404,فاطمي16,1405/04/09,13:56:55, ويرايش موجوديت,حسابداري,سند حسابداري,963,1404/09/26,سند عمومي با شماره ثابت 963 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1404,سپهريان3,1405/04/09,13:56:43,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,13:56:27, ويرايش موجوديت,انبار,سند انبار,8354,1405/03/24,سند رسيد خريد  با شماره 8354 ثبت شد
,احداث راه پاسارگاد,1404,سپهريان16,1405/04/09,13:56:24, ويرايش موجوديت,خزانه داري,سند حسابداري,663,1404/10/22,سند عمومي با شماره 663 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,جعفري1,1405/04/09,13:56:09,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:56:09,موجوديت جديد,انبار,سند انبار,4950,1405/04/09,سند تاييد درخواست كالا با شماره 4950 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:55:54, ويرايش موجوديت,انبار,سند انبار,5921,1405/04/01,سند درخواست كالا از انبار با شماره 5921 ثبت شد
,احداث راه پاسارگاد,1404,سپهريان16,1405/04/09,13:55:53,ورود موفق,,نشست,,,
,,,سپهريان16,1405/04/09,13:55:43,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1404,نيكنام1,1405/04/09,13:55:28,موجوديت جديد,حسابداري,سند حسابداري,2851,1405/03/31,سند عمومي با شماره ثابت 2851 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,13:55:14, ويرايش موجوديت,انبار,سند انبار,8354,1405/03/24,سند رسيد خريد  با شماره 8354 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,كسري_دهقان1,1405/04/09,13:55:01,موجوديت جديد,حسابداري,سند حسابداري,2850,1405/03/24,سند عمومي با شماره ثابت 2850 ذخيره شد
,احداث راه پاسارگاد,1404,فاطمي16,1405/04/09,13:54:56, ويرايش موجوديت,حسابداري,سند حسابداري,963,1404/09/26,سند عمومي با شماره ثابت 963 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,تقيزاده1,1405/04/09,13:54:55,موجوديت جديد,حسابداري,سند حسابداري,2849,1405/03/10,سند عمومي با شماره ثابت 2849 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,الاجگردي1,1405/04/09,13:54:54, ويرايش موجوديت,خزانه داري,سند حسابداري,30791,1404/12/26,سند عمومي با شماره 30791 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,مجتبي سابقي1,1405/04/09,13:54:53, ويرايش موجوديت,انبار,سند انبار,2,1405/01/08,سند رسيد خريد  با شماره 2 ثبت شد
,شركت دنا بنيان بيرجند (سهامي خاص),1404,نباتي2,1405/04/09,13:54:02, ويرايش موجوديت,حسابداري,سند حسابداري,7497,1404/12/21,سند عمومي با شماره 7497 تاييد شد
,شركت دنا بنيان بيرجند (سهامي خاص),1404,نباتي2,1405/04/09,13:53:57, ويرايش موجوديت,حسابداري,سند حسابداري,7638,1404/12/21,سند عمومي با شماره ثابت 7638 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,13:53:48, ويرايش موجوديت,انبار,سند انبار,8354,1405/03/24,سند رسيد خريد  با شماره 8354 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:53:03, ويرايش موجوديت,انبار,سند انبار,5860,1405/03/31,سند درخواست كالا از انبار با شماره 5860 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,13:52:54, ويرايش موجوديت,انبار,سند انبار,8354,1405/03/24,سند رسيد خريد  با شماره 8354 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1404,الاجگردي1,1405/04/09,13:52:40, ويرايش موجوديت,خزانه داري,سند حسابداري,30792,1404/12/26,سند عمومي با شماره 30792 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:52:38, ويرايش موجوديت,انبار,سند انبار,5827,1405/03/30,سند درخواست كالا از انبار با شماره 5827 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,حسيني_ريمدان,1405/04/09,13:52:37,موجوديت جديد,انبار,سند انبار,6308,1405/04/09,سند درخواست كالا از انبار با شماره 6308 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سپهريان1,1405/04/09,13:52:17,موجوديت جديد,خزانه داري,سند حسابداري,2848,1405/04/08,سند عمومي با شماره 2848 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:52:12, ويرايش موجوديت,انبار,سند انبار,5826,1405/03/30,سند درخواست كالا از انبار با شماره 5826 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سپهريان1,1405/04/09,13:52:08, ويرايش موجوديت,خزانه داري,سند خزانه داري,351,1405/04/08,سند اعلاميه برداشت ريالي با شماره 351 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,13:51:45,موجوديت جديد,خزانه داري,سند حسابداري,8506,1404/07/06,سند عمومي با شماره 8506 ذخيره شد
,شركت بنا بام بيستون (سهامي خاص),1405,برهان,1405/04/09,13:51:44, ويرايش موجوديت,حسابداري,سند حسابداري,29341,1404/12/29,سند عمومي با شماره ثابت 29341 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:51:32, ويرايش موجوديت,انبار,سند انبار,4949,1405/04/09,سند تاييد درخواست كالا با شماره 4949 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,13:51:31,موجوديت جديد,خزانه داري,سند خزانه داري,2850,1404/07/06,سند صورت هزينه تنخواه با شماره 2850 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1404,صابري1,1405/04/09,13:51:20,موجوديت جديد,حسابداري,سند حسابداري,30823,1404/12/29,سند عمومي با شماره ثابت 30823 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:51:11,موجوديت جديد,انبار,سند انبار,4949,1405/04/09,سند تاييد درخواست كالا با شماره 4949 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:51:04, ويرايش موجوديت,انبار,سند انبار,5792,1405/03/30,سند درخواست كالا از انبار با شماره 5792 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,سپهريان1,1405/04/09,13:50:49, ويرايش موجوديت,خزانه داري,سند خزانه داري,351,1405/04/08,سند اعلاميه برداشت ريالي با شماره 351 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ظريفي,1405/04/09,13:50:48,موجوديت جديد,انبار,سند انبار,4948,1405/04/09,سند تاييد درخواست كالا با شماره 4948 ثبت شد
,شركت بنا بام بيستون (سهامي خاص),1405,برهان,1405/04/09,13:50:23, ويرايش موجوديت,حسابداري,سند حسابداري,29341,1404/12/29,سند عمومي با شماره ثابت 29341 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:50:03,موجوديت جديد,انبار,سند انبار,4947,1405/04/09,سند تاييد درخواست كالا با شماره 4947 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:49:55, ويرايش موجوديت,انبار,سند انبار,5648,1405/03/28,سند درخواست كالا از انبار با شماره 5648 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,13:49:08,موجوديت جديد,خزانه داري,سند حسابداري,8505,1404/07/06,سند عمومي با شماره 8505 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,سجادزنگويي1,1405/04/09,13:48:58,موجوديت جديد,انبار,سند انبار,8516,1405/02/21,سند رسيد خريد  با شماره 8516 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جوانمرد3,1405/04/09,13:48:52,موجوديت جديد,خزانه داري,سند خزانه داري,2849,1404/07/06,سند صورت هزينه تنخواه با شماره 2849 ذخيره شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/09,13:48:44,موجوديت جديد,خزانه داري,سند حسابداري,8504,1404/07/03,سند عمومي با شماره 8504 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,ظريفي,1405/04/09,13:48:29, ويرايش موجوديت,انبار,سند انبار,6124,1405/04/07,سند درخواست كالا از انبار با شماره 6124 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/09,13:48:23,موجوديت جديد,خزانه داري,سند خزانه داري,2848,1404/07/03,سند صورت هزينه تنخواه با شماره 2848 ذخيره شد
,شركت دنا بنيان بيرجند (سهامي خاص),1404,نباتي2,1405/04/09,13:47:51, ويرايش موجوديت,حسابداري,سند حسابداري,8830,1404/09/30,سند عمومي با شماره 8830 تاييد شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليرضاسالاري,1405/04/09,13:47:39,ورود موفق,,نشست,,,
,شركت كيهان راه شرق (سهامي خاص),1405,سپهريان1,1405/04/09,13:47:38, ويرايش موجوديت,خزانه داري,سند خزانه داري,351,1405/04/08,سند اعلاميه برداشت ريالي با شماره 351 ذخيره شد
,شركت كيهان راه شرق (سهامي خاص),1405,صابونيزاده1,1405/04/09,13:47:37,موجوديت جديد,انبار,سند انبار,8515,1405/03/24,سند رسيد خريد  با شماره 8515 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,پاشايي,1405/04/09,13:47:36, ويرايش موجوديت,انبار,سند انبار,8354,1405/03/24,سند رسيد خريد  با شماره 8354 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,ظريفي,1405/04/09,13:47:18,موجوديت جديد,انبار,سند انبار,4946,1405/04/09,سند تاييد درخواست كالا با شماره 4946 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,عليزاده,1405/04/09,13:47:15, ويرايش موجوديت,انبار,سند انبار,5360,1405/03/25,سند درخواست كالا از انبار با شماره 5360 ثبت شد
,شركت كيهان راه شرق (سهامي خاص),1405,ظريفي,1405/04/09,13:47:08, ويرايش موجوديت,انبار,سند انبار,6064,1405/04/06,سند درخواست كالا از انبار با شماره 6064 ثبت شد
,شركت قدرت ايمان كوير(سهامي خاص),1405,جعفري3,1405/04/09,13:46:56,موجوديت جديد,خزانه داري,سند حسابداري,8503,1404/07/03,سند عمومي با شماره 8503 ذخيره شد
